"id","level","description","decoded_as","fields","parents","children"
"18156","10","Windows: Multiple remote access login failures.","None","[]","None",""
"18158","5","Chrome Remote Desktop attempt - access denied","None","[]","18103",""
"500","0","Grouping of ossec rules.","ossec","[]","None","502, 504, 509, 517, 530, 555, 580, 591, 593"
"502","3","Ossec server started.","None","[]","500",""
"504","3","Ossec agent disconnected.","None","[]","500",""
"509","0","Rootcheck event.","rootcheck","[]","500",""
"511","0","Ignored common NTFS ADS entries.","None","[]","510",""
"513","9","Windows malware detected.","None","[]","510",""
"515","0","Ignoring scan messages.","None","[]","510",""
"517","7","Syscheck Audit: $(extra_data)","None","[]","500",""
"519","7","System Audit: Vulnerable web application found.","None","[]","516",""
"530","0","OSSEC process monitoring rules.","None","[]","500","534"
"532","0","Ignoring external medias.","None","[]","531",""
"534","1","List of logged in users. It will not be alerted by default.","None","[]","530",""
"536","0","Ignore snap disks because they are always at 100% of capacity","None","[]","531",""
"553","7","File deleted.","syscheck_deleted","[]","None",""
"555","7","Integrity checksum for agentless device changed.","syscheck_new_entry","[]","500",""
"580","8","Host information changed.","hostinfo_modified","[]","500",""
"591","3","Log file rotated.","hostinfo_new","[]","500",""
"593","9","Microsoft Event log cleared.","None","[]","500",""
"597","5","Registry Key Entry Deleted.","syscheck_registry_key_deleted","[]","None",""
"600","0","Active Response Messages Grouped","ar_log","[]","None","602, 604, 606, 700"
"602","3","Host Unblocked by firewall-drop.sh Active Response","None","['script', 'type', 'script', 'type']","600",""
"604","3","Host Unblocked by host-deny.sh Active Response","None","['script', 'type', 'script', 'type']","600",""
"606","3","Host Unblocked by $(script) Active Response","None","['script', 'type', 'script', 'type']","600",""
"700","0","Logcollector Messages Grouped","ossec-logcollector","[]","600","750"
"750","5","Registry Value Integrity Checksum Changed","syscheck_registry_value_modified","[]","700",""
"7500","0","Grouping of McAfee Windows AV rules.","None","[]","18101,18102,18103","7502, 7504, 7510, 7512"
"7502","3","McAfee Windows AV warning event.","None","[]","7500",""
"7504","12","McAfee Windows AV - Virus detected and not removed.","None","[]","7500","7506"
"7506","7","McAfee Windows AV - Virus detected and file will be deleted.","None","[]","7504",""
"7508","3","McAfee Windows AV - Scan completed with no viruses found.","None","[]","7501",""
"7510","5","McAfee Windows AV - Virus scan cancelled due to shutdown.","None","[]","7500",""
"7512","7","McAfee Windows AV - Virus program or DAT update failed.","None","[]","7500",""
"7514","5","McAfee Windows AV - EICAR test file detected.","None","[]","7505",""
"200","0","Grouping of wazuh rules.","wazuh","[]","None","210, 221, 230"
"202","7","Agent event queue is $(level) full.","None","['level']","201",""
"204","12","Agent event queue is flooded. Check the agent configuration.","None","['level', 'level']","201",""
"210","0","Remote upgrade alert","None","['level']","200","212, 214, 216"
"212","3","Remote upgrade started.","None","[]","210",""
"214","3","Remote upgrade finished successfully.","None","[]","210",""
"216","7","Remote upgrade failed. Agent disconnected.","None","[]","210",""
"218","7","Custom installation could not be launched. Error: $(error).","None","[]","211",""
"221","0","Syscollector event.","syscollector","[]","200",""
"230","0","FIM DB rule","None","[]","200","232"
"232","9","The file limit set for this agent is $(file_limit). Now, $(file_count) files are being monitored and all files that come after the limit will not be monitored. Change this setting in centralized configuration or locally on the agent.","None","['alert_type', 'alert_type']","230",""
"7701","0","Microsoft Antimalware informational event","None","[]","18100",""
"7703","5","Microsoft Antimalware error event","None","[]","18100",""
"7705","12","Microsoft Security Essentials - Virus detected, but unable to remove.","None","[]","7704",""
"7707","7","Microsoft Security Essentials - Virus detected.","None","[]","7704",""
"7709","3","Microsoft Security Essentials - Configuration changed.","None","[]","7704",""
"7711","9","Microsoft Security Essentials - Real time protection failed.","None","[]","7704",""
"7713","8","Microsoft Security Essentials - Loading definitions failed. Using last good set.","None","[]","7704",""
"7715","8","Microsoft Security Essentials - Definitions update failed.","None","[]","7704",""
"7717","5","Microsoft Security Essentials - Scan stopped before completion.","None","[]","7704",""
"7719","10","Multiple Microsoft Security Essentials AV warnings detected.","None","[]","7706, 7707",""
"1001","2","File missing. Root access unrestricted.","None","[]","None",""
"1003","13","Non standard syslog message (size too large).","None","[]","None",""
"1005","5","Syslogd restarted.","None","[]","None",""
"1007","7","File system full.","None","[]","None",""
"1009","0","Ignoring known false positives on rule 1002.","None","[]","1002",""
"2100","0","NFS rules grouped.","None","[]","None","2102, 2104"
"2102","4","Unable to mount the NFS directory.","None","[]","2100",""
"2104","2","Automount informative message.","None","[]","2100",""
"2501","5","syslog: User authentication failure.","None","[]","None",""
"2503","5","syslog: Connection blocked by Tcp Wrappers.","None","[]","None",""
"2505","3","syslog: Physical root login.","None","[]","None",""
"2507","0","OpenLDAP group.","openldap","[]","None","2509"
"2509","5","OpenLDAP authentication failed.","None","[]","2507",""
"2551","10","Connection to rshd from unprivileged port. Possible network scan.","rshd","[]","2550",""
"2800","0","Pre-match rule for smartd.","None","[]","None","2802, 5100"
"2802","0","Smartd configuration problem.","None","[]","2800",""
"5100","0","Pre-match rule for kernel messages.","None","[]","2800","5102, 5104, 5106, 5108, 5110, 5112, 5130, 5132, 5134, 5136, 5138, 5140, 2936"
"5102","0","Informative message from the kernel.","None","[]","5100",""
"5104","8","Interface entered in promiscuous(sniffing) mode.","None","[]","5100",""
"5106","0","NFS incompatibility between Linux and Solaris.","None","[]","5100",""
"5108","12","Availability of the system is in risk.","None","[]","5100",""
"5110","4","IRC misconfiguration.","None","[]","5100",""
"5112","0","Kernel usbhid probe error (ignored).","None","[]","5100",""
"5130","7","Monitor ADSL line is down.","None","[]","5100",""
"5132","11","Unsigned kernel module was loaded","None","[]","5100",""
"5134","7","RNGD failure","None","[]","5100",""
"5136","2","General RAID mdadm event","None","[]","5100",""
"5138","7","General SATA disk failure","None","[]","5100",""
"5140","2","General ZFS pool event","None","[]","5100","5200"
"5200","0","Ignoring hpiod for producing useless logs.","None","[]","5140",""
"2831","0","Wrong crond configuration.","None","[]","2830",""
"2832","5","Crontab entry changed.","None","[]","2830","5300"
"5300","0","Initial grouping for su messages.","su","[]","2832","5304, 5306"
"5302","9","User missed the password to change UID to root.","None","[]","5301",""
"5304","3","User successfully changed UID.","None","[]","5300",""
"5306","0","A user has attempted to su to an unknown class.","None","[]","5300",""
"5901","8","New group added to the system.","None","[]","None",""
"5903","3","Group (or user) deleted from the system.","None","[]","None",""
"5905","0","useradd failed.","None","[]","None",""
"5401","5","Failed attempt to run sudo.","sudo","[]","5400","5404"
"5407","3","Successful sudo executed.","None","[]","5400",""
"5404","10","Three failed attempts to run sudo","None","[]","5401",""
"5406","5","Command not allowed.","None","[]","5400",""
"9101","0","PPTPD failed message (communication error).","None","[]","9100",""
"10100","4","First time user logged in.","None","[]","9100",""
"9201","0","Squid debug message.","None","[]","9200",""
"2901","3","New dpkg (Debian Package) requested to install.","dpkg-decoder","['dpkg_status']","2900",""
"2903","7","Dpkg (Debian Package) removed.","None","['dpkg_status', 'dpkg_status']","2900",""
"2930","0","Yum logs.","None","['dpkg_status']","2900",""
"2932","7","New Yum package installed.","None","[]","2930,2931",""
"2934","7","Yum package deleted.","None","[]","2930,2931",""
"2936","0","Grouping for the mptbase rules.","None","[]","5100","2938, 2940"
"2938","12","SCSI RAID ARRAY ERROR, drive failed.","None","[]","2936",""
"2940","0","NetworkManager grouping.","None","[]","2936",""
"2942","0","Uninteresting gnome error.","None","[]","1002",""
"2944","1","Uninteresting nouveau error.","None","[]","2943",""
"2960","2","User added to group.","gpasswd","[]","None","2962"
"2962","0","Perdition custom app group.","perdition","['group']","2960",""
"19100","0","VMWare messages grouped.","vmware","[]","None","19102, 19104, 19106"
"19102","8","VMware ESX critical message.","vmware-syslog","[]","19100",""
"19104","3","VMware ESX warning message.","None","[]","19100",""
"19106","0","VMware ESX informational message.","None","[]","19100","19110, 19120, 19122, 19150"
"19110","3","VMWare ESX authentication success.","None","[]","19106",""
"19112","3","VMWare ESX user login.","None","[]","19101",""
"19120","8","Virtual machine state changed to OFF.","None","[]","19106",""
"19122","3","Virtual machine state changed to ON.","None","[]","19106",""
"19150","10","Multiple VMWare ESX warning messages.","None","[]","19106",""
"19152","10","Multiple VMWare ESX authentication failures.","None","[]","None",""
"3100","0","Grouping of the sendmail rules.","sendmail-reject","[]","None","3108, 3151"
"3102","5","MX record (Requested action aborted).","None","[]","3101",""
"3104","6","(550: Requested action not taken).","None","[]","3101",""
"3106","5","(553: Requested action not taken).","None","[]","3101",""
"3108","6","sendmail: Sendmail rejected due to pre-greeting.","None","[]","3100",""
"3151","10","It should not be sending e-mail.","None","[]","3100",""
"3153","6","sendmail: Multiple relaying attempts of spam.","None","[]","None",""
"3155","10","invalid/unknown sender.","None","[]","None",""
"3158","10","sendmail: Multiple pre-greetings rejects.","None","[]","None",""
"31501","6","WordPress Comment Spam (coming from a fake search engine UA).","None","[]","31100",""
"31503","6","osCommerce login.php bypass attempt.","None","[]","31100",""
"31505","6","TimThumb backdoor access attempt.","None","[]","31100",""
"31507","6","MSSQL Injection attempt (ur.php, urchin.js).","None","[]","31100",""
"31509","3","CMS (WordPress or Joomla) login attempt.","None","[]","31108",""
"31511","0","Blacklisted user agent (wget).","None","[]","31100",""
"31513","6","BBS delete.php exploit attempt.","None","[]","31100",""
"31515","6","PHPMyAdmin scans (looking for setup.php).","None","[]","31100",""
"31530","3","POST request received.","None","[]","31100","31533"
"31533","10","High amount of POST requests in a small period of time (likely bot).","None","[]","31530",""
"3300","0","Grouping of the postfix reject rules.","postfix-reject","[]","None","3302, 3304, 3331"
"3302","6","(Requested action not taken).","None","[]","3300",""
"3304","5","(503: Bad sequence of commands).","None","[]","3300",""
"3306","6","Postfix: IP Address black-listed by anti-spam (blocked).","None","[]","3301, 3302",""
"3330","10","Postfix process error.","postfix","[]","3320",""
"3331","10","Postfix insufficient disk space error.","None","[]","3300",""
"3335","6","Postfix: too many errors after RCPT from unknown","None","[]","3320",""
"3351","6","Postfix: Multiple relaying attempts of spam.","None","[]","3320",""
"3353","10","invalid/unknown sender domain.","None","[]","None",""
"3355","10","invalid recipient or from unknown sender domain.","None","[]","None",""
"3357","10","Postfix: Multiple SASL authentication failures.","None","[]","None",""
"3395","0","Grouping of the postfix warning rules.","postfix-warning","[]","None","3397"
"3397","6","Postfix: RBL lookup error: Host or domain name not found","None","[]","3395",""
"35000","0","Squid messages grouped.","None","[]","None",""
"35003","5","Squid: Bad request/Invalid syntax.","None","[]","35002",""
"35005","5","or directory.","None","[]","35002",""
"35007","5","authorized to use proxy.","None","[]","35002",""
"35009","5","Squid: 500/600 error code (server error).","None","[]","35002",""
"35021","6","file.","None","[]","35006",""
"35023","0","Squid: Ignored files on a 40x error.","None","[]","35004, 35005, 35006, 35009",""
"35052","10","Squid: Multiple unauthorized attempts to use proxy.","None","[]","None",""
"35054","12","Squid: Infected machine with W32.Beagle.DP.","None","[]","None",""
"35056","12","related web site. System probably infected.","None","[]","None",""
"35058","10","Squid: Multiple 500/600 error codes (server error).","None","[]","None",""
"3500","0","Grouping for the spamd rules","None","[]","None",""
"40101","12","System user successfully logged to the system.","None","[]","None",""
"40103","14","Buffer overflow on WU-FTPD versions prior to 2.6","None","[]","None",""
"40105","12",""Null" user changed some information.","None","[]","None",""
"40107","14","Heap overflow in the Solaris cachefsd service.","None","[]","None",""
"40111","10","Multiple authentication failures.","None","[]","None",""
"40113","12","Multiple viruses detected - Possible outbreak.","None","[]","None",""
"3600","0","Grouping of the imapd rules.","imapd","[]","None","3602"
"3602","3","Imapd user login.","None","[]","3600",""
"40700","0","Systemd rules","None","[]","None","40702, 40704"
"40702","2","Systemd: Failed to get unit state for service. This means that the .service file is missing","None","[]","40700",""
"40704","5","Systemd: Service exited due to a failure.","None","[]","40700",""
"3700","0","Grouping of mailscanner rules.","mailscanner","[]","None","3702"
"3702","5","mailscanner: spam detected.","None","[]","3700",""
"40900","0","firewalld grouping","None","[]","None",""
"40902","3","firewalld: Incorrect chain/target/match.","None","[]","40901",""
"3800","0","Grouping of Exchange rules.","msexchange","[]","None","3802"
"3802","4","ms-exchange: E-mail 500 error code.","None","[]","3800",""
"50100","0","MySQL messages grouped.","mysql_log","[]","None","50108, 50121"
"50106","9","MySQL: authentication failure.","None","[]","50105",""
"50108","3","MySQL: User disconnected from database.","None","[]","50100",""
"50121","3","MySQL: startup message.","None","[]","50100",""
"50126","12","MySQL: fatal error.","None","[]","50125",""
"3900","0","Grouping for the courier rules.","courier","[]","None","3902, 3904"
"3902","5","Courier (imap/pop3) authentication failed.","None","[]","3900",""
"3904","3","Courier (imap/pop3) authentication success.","None","[]","3900",""
"50500","0","PostgreSQL messages grouped.","postgresql_log","[]","None","50502, 50504"
"50502","0","PostgreSQL informational message.","None","[]","50500",""
"50504","5","PostgreSQL error message.","None","[]","50500","50512"
"50510","0","PostgreSQL: Database query.","None","[]","50501",""
"50512","9","PostgreSQL: Database authentication failure.","None","[]","50504",""
"50521","12","PostgreSQL: Database shutdown message.","None","[]","50501",""
"4100","0","Firewall rules grouped.","None","[]","None",""
"85750","0","MongoDB messages","mongodb","[]","None","85752, 85754"
"85752","5","MongoDB: Error message","None","['mongodb.severity', 'mongodb.severity']","85750",""
"85754","0","MongoDB: Debug message","None","['mongodb.severity', 'mongodb.severity']","85750",""
"85756","3","MongoDB: Connection accepted","None","['mongodb.severity', 'mongodb.component']","85755",""
"85758","3","MongoDB: Successfully authentication","None","['mongodb.component', 'mongodb.component']","85755",""
"85760","10","MongoDB: Multiple authentication failures.","None","['mongodb.component']","85755",""
"4300","0","Grouping of PIX rules","pix","[]","None","4311, 4313, 4315"
"4311","5","PIX critical message.","None","[]","4300",""
"4313","4","PIX warning message.","None","[]","4300","4326, 4332"
"4315","0","PIX debug message.","None","[]","4300",""
"4322","3","PIX: Privilege changed.","None","[]","4314",""
"4324","9","on the PIX.","None","[]","4314",""
"4326","8","PIX: Attempt to connect from a blocked (shunned) IP.","None","[]","4313",""
"4330","8","PIX: Attack in progress detected.","None","[]","4310",""
"4332","8","PIX: Attack in progress detected.","None","[]","4313",""
"4334","5","PIX: AAA (VPN) authentication failed.","None","[]","4314",""
"4336","8","PIX: AAA (VPN) user locked out.","None","[]","4314",""
"4338","8","PIX: Firewall failover pair communication problem.","None","[]","4310",""
"4340","8","PIX: Firewall configuration changed.","None","[]","4314",""
"4342","8","PIX: User created or modified on the Firewall.","None","[]","4314",""
"4381","10","PIX: Multiple critical messages.","None","[]","None",""
"4383","10","PIX: Multiple warning messages.","None","[]","None",""
"51000","0","Grouping for dropbear rules.","dropbear","[]","None","51002, 51093, 51005, 51007, 51009"
"51002","1","Dropbear: Premature kexdh_init message","None","[]","51000",""
"51093","5","Dropbear: Bad password attempt for non existent user.","None","[]","51000",""
"51005","0","Dropbear: User disconnected.","None","[]","51000",""
"51007","10","Dropbear: brute force attempt.","None","[]","51000",""
"51009","0","Dropbear: User successfully logged in using a password.","None","[]","51000",""
"4500","0","Grouping for the Netscreen Firewall rules","netscreenfw","[]","None","4502, 4513"
"4502","4","Netscreen warning message.","None","[]","4500","4507"
"4513","5","Netscreen critical/alert message.","None","[]","4500",""
"4505","11","Netscreen Erase sequence started.","None","[]","4503",""
"4507","8","Netscreen firewall: Successfull admin login","None","[]","4502",""
"4509","8","Netscreen firewall: configuration changed.","None","[]","4504",""
"4551","10","Netscreen firewall: Multiple critical messages.","None","[]","None",""
"4553","10","Netscreen firewall: Multiple alert messages.","None","[]","None",""
"51500","0","Grouping of bsd_kernel alerts","bsd_kernel","[]","None","51502, 51504, 51506, 51508, 51510, 51512, 51514, 51516, 51519, 51521"
"51502","0","Check media in optical drive.","None","[]","51500",""
"51504","1","arp info has been overwritten for a host","None","[]","51500",""
"51506","1","UKC was used, possibly modifying a kernel at boot time.","None","[]","51500",""
"51508","2","this is a possible early sign of failure.","None","[]","51500",""
"51510","5","System shutdown due to temperature","None","[]","51500",""
"51512","1","USB diagnostic message.","None","[]","51500",""
"51514","3","Unclean filesystem, run fsck.","None","[]","51500",""
"51516","0","Clock battery error 80","None","[]","51500",""
"51519","1","kbc error.","None","[]","51500",""
"51521","0","Grouping for groupdel rules.","groupdel","[]","51500","51523"
"51523","0","No core dumps.","None","[]","51521",""
"51525","0","ftp-proxy cannot connect to a server.","None","[]","None",""
"51527","0","CARP master to backup.","bsd_kernel","[]","None",""
"51529","0","Could not load a firmware.","bsd_kernel","[]","None",""
"51531","3","User account deleted.","open-userdel","[]","None",""
"51533","1","dhclient receive_packet failed.","ntpd","[]","1002",""
"51535","1","SIOCDIFADDR failed","None","[]","1002","51550"
"51550","0","doas grouping","doas","[]","51535","51554"
"51552","2","doas cannot stat a file due to permissions.","None","[]","51551",""
"51554","5","Failed doas command.","None","[]","51550",""
"51556","2","A doas command was run as root.","None","[]","51555",""
"4700","0","Grouping of Cisco IOS rules.","cisco-ios","[]","None","4711, 4713, 4715, 4717"
"4711","5","Cisco IOS alert message.","None","[]","4700",""
"4713","4","Cisco IOS error message.","None","[]","4700",""
"4715","0","Cisco IOS notification message.","None","[]","4700","4722"
"4717","0","Cisco IOS debug message.","None","[]","4700",""
"4722","3","Cisco IOS: Successful login to the router.","None","[]","4715",""
"52000","3","Apparmor messages grouped.","kernel","[]","None","52002"
"52002","3","Apparmor DENIED","None","[]","52000",""
"4800","0","SonicWall messages grouped.","sonicwall","[]","None","4802, 4804, 4806"
"4802","8","SonicWall critical message.","None","[]","4800",""
"4804","3","SonicWall warning message.","None","[]","4800",""
"4806","0","SonicWall informational message.","None","[]","4800","4810"
"4810","3","SonicWall: Firewall administrator login.","None","[]","4806",""
"4850","10","SonicWall: Multiple firewall warning messages.","None","[]","4801",""
"86000","0","Docker messages","docker","[]","None","86002, 86004"
"86002","1","Docker: Warning message","None","['docker.level', 'docker.level']","86000",""
"86004","3","Docker: Fatal message","None","['docker.level', 'docker.level']","86000",""
"5500","0","Grouping of the pam_unix rules.","pam","[]","None","5502, 5504, 5553"
"5502","3","PAM: Login session closed.","None","[]","5500","5522"
"5504","5","PAM: Attempt to login with an invalid user.","None","[]","5500","5551"
"5522","0","PAM: Ignoring Annoying Ubuntu/debian cron login events.","None","[]","5502",""
"5551","10","PAM: Multiple failed logins in a small period of time.","None","[]","5504",""
"5553","4","PAM misconfiguration.","None","[]","5500",""
"5555","3","PAM: User changed password.","None","[]","None",""
"52500","0","Clamd messages grouped.","clamd","[]","None","52502, 52504, 52506, 52510"
"52502","8","ClamAV: Virus detected","freshclam","[]","52500",""
"52504","7","Clamd warning","None","[]","52500",""
"52506","3","Clamd database updated","None","[]","52500",""
"52508","3","ClamAV database updated","None","[]","52501",""
"52510","6","Clamd stopped","None","[]","52500",""
"5600","0","Grouping for the telnetd rules","telnetd","[]","None","5602, 5604"
"5602","3","telnetd: Remote host established a telnet connection.","None","[]","5600",""
"5604","5","telnetd: Reverse lookup error (bad hostname config).","None","[]","5600",""
"86250","0","Jenkins messages","jenkins","[]","None","86252"
"86252","1","Jenkins: Warning message","None","['jenkins.severity', 'jenkins.severity']","86250",""
"86254","3","Jenkins: Installation successful","None","['jenkins.severity']","86251",""
"5700","0","SSHD messages grouped.","sshd","[]","None","5702, 5704, 5706, 5709, 5711, 5713, 5715, 5717, 5719, 5721, 5723, 5725, 5727, 5729, 5731, 5733, 5735, 5737, 5739, 5741, 5743, 5745, 5747, 5749, 5751, 5755, 5757"
"5702","5","sshd: Reverse lookup error (bad ISP or attack).","None","[]","5700",""
"5704","4","sshd: Timeout while logging in.","None","[]","5700",""
"5706","6","sshd: insecure connection attempt (scan).","None","[]","5700",""
"5709","0","sshd: Useless SSHD message without an user/ip and context.","None","[]","5700",""
"5711","0","sshd: Useless/Duplicated SSHD message without a user/ip.","None","[]","5700",""
"5713","6","sshd: Corrupted bytes on SSHD.","None","[]","5700",""
"5715","3","sshd: authentication success.","None","[]","5700",""
"5717","4","sshd: configuration error (moduli).","None","[]","5700",""
"5719","10","sshd: Multiple access attempts using a denied user.","None","[]","5700",""
"5721","0","sshd: System disconnected from sshd.","None","[]","5700",""
"5723","0","sshd: key error.","None","[]","5700",""
"5725","0","sshd: Host ungracefully disconnected.","None","[]","5700",""
"5727","0","sshd: Attempt to start sshd when something already bound to the port.","None","[]","5700",""
"5729","0","sshd: Debug message.","None","[]","5700",""
"5731","6","sshd: SSH Scanning.","None","[]","5700",""
"5733","0","sshd: User entered incorrect password.","None","[]","5700",""
"5735","0","sshd: Failed write due to one host disappearing.","None","[]","5700",""
"5737","5","sshd: cannot bind to configured address.","None","[]","5700",""
"5739","4","sshd: configuration error (AuthorizedKeysCommand)","None","[]","5700",""
"5741","4","sshd: connection refused","None","[]","5700",""
"5743","4","sshd: no route to host","None","[]","5700",""
"5745","4","sshd: transport endpoint is not connected","None","[]","5700",""
"5747","6","sshd: bad client public DH value","None","[]","5700",""
"5749","4","sshd: bad packet length","None","[]","5700",""
"5751","1","sshd: No hostkey alg.","sshd","[]","5700",""
"5753","2","sshd: could not negotiate with client, no matching cipher.","None","[]","5750",""
"5755","3","sshd: Authentication refused due to owner/permissions of authorized_keys.","None","[]","5700",""
"5757","0","Bad DNS mapping.","sshd","[]","5700",""
"53500","0","OpenSMTPd grouping.","smtpd","[]","None","53502, 53504"
"53502","0","New session created.","smtpd","[]","53500",""
"53504","0","Message accepted.","smtpd","[]","53500",""
"53506","2","SMTP command not supported.","smtpd","[]","53501",""
"6100","0","Solaris BSM Auditing messages grouped.","solaris_bsm","[]","None","6102"
"6102","0","Solaris: Auditing session succeeded.","None","[]","6100",""
"6104","5","Solaris: Login session failed.","None","[]","6101",""
"184665","0","Sysmon - Event 1","None","[]","18100",""
"185001","0","Sysmon - Event 3","None","[]","18100",""
"185003","0","Sysmon - Event 5","None","[]","18100",""
"185005","0","Sysmon - Event 7","None","[]","18100",""
"185007","0","Sysmon - Event 9","None","[]","18100",""
"185009","0","Sysmon - Event 11","None","[]","18100",""
"185011","0","Sysmon - Event 13","None","[]","18101",""
"185013","0","Sysmon - Event 15","None","[]","18100",""
"184667","0","Sysmon - Legitimate Parent Image - svchost.exe","None","['sysmon.image', 'sysmon.parentImage']","184666",""
"184677","0","Sysmon - Legitimate Parent Image - lsm.exe","None","['sysmon.image', 'sysmon.parentImage']","184676",""
"184686","12","Sysmon - Suspicious Process - csrss.exe","None","['sysmon.parentImage', 'sysmon.image']","None","184696"
"184696","12","Sysmon - Suspicious Process - lsass","None","['sysmon.parentImage', 'sysmon.image']","184686","184698"
"184698","12","Sysmon - Suspicious Process - lsass.exe is a Parent Image","None","['sysmon.parentImage', 'sysmon.parentImage']","184696",""
"184707","0","Sysmon - Legitimate Parent Image - winlogon.exe","None","['sysmon.image', 'sysmon.parentImage']","184706",""
"184717","0","Sysmon - Legitimate Parent Image - wininit.exe","None","['sysmon.image', 'sysmon.parentImage']","184716",""
"184727","0","Sysmon - Legitimate Parent Image - smss.exe","None","['sysmon.image', 'sysmon.parentImage']","184726",""
"184737","0","Sysmon - Legitimate Parent Image - taskhost.exe","None","['sysmon.image', 'sysmon.parentImage']","184736",""
"184747","0","Sysmon - Legitimate Parent Image - services.exe","None","['sysmon.image', 'sysmon.parentImage']","184746",""
"184767","0","Sysmon - Legitimate Parent Image - dllhost.exe","None","['sysmon.image', 'sysmon.parentImage']","184766",""
"6200","0","Asterisk messages grouped.","asterisk","[]","None","6202"
